1	animals & pet supplies
8 > 5710 > 16 > 505370 > 4778	arts & entertainment > hobbies & creative arts > arts & crafts > art & craft kits > drawing & painting kits
8 > 5710 > 16 > 505370 > 6382	arts & entertainment > hobbies & creative arts > arts & crafts > art & craft kits > fabric repair kits
8 > 5710 > 16 > 505370 > 6989	arts & entertainment > hobbies & creative arts > arts & crafts > art & craft kits > incense making kits
8 > 5710 > 16 > 505370 > 502979	arts & entertainment > hobbies & creative arts > arts & crafts > art & craft kits > jewelry making kits
8 > 5710 > 16 > 505370 > 6829	arts & entertainment > hobbies & creative arts > arts & crafts > art & craft kits > mosaic kits
8 > 5710 > 16 > 505370 > 7096	arts & entertainment > hobbies & creative arts > arts & crafts > art & craft kits > needlecraft kits
8 > 5710 > 16 > 505370 > 503758	arts & entertainment > hobbies & creative arts > arts & crafts > art & craft kits > scrapbooking & stamping kits
8 > 5710 > 16 > 505370 > 4986	arts & entertainment > hobbies & creative arts > arts & crafts > art & craft kits > toy craft kits
8 > 5710 > 16 > 505372	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials
8 > 5710 > 16 > 505372 > 24	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > art & craft paper
8 > 5710 > 16 > 505372 > 24 > 505399	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > art & craft paper > cardstock & scrapbooking paper
8 > 5710 > 16 > 505372 > 24 > 2532	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > art & craft paper > construction paper
8 > 5710 > 16 > 505372 > 24 > 8168	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > art & craft paper > craft foil
8 > 5710 > 16 > 505372 > 24 > 505400	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > art & craft paper > drawing & painting paper
8 > 5710 > 16 > 505372 > 24 > 2967	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > art & craft paper > origami paper
8 > 5710 > 16 > 505372 > 24 > 6110	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > art & craft paper > transfer paper
8 > 5710 > 16 > 505372 > 24 > 2741	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > art & craft paper > vellum paper
8 > 5710 > 16 > 505372 > 505380	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > craft fasteners & closures
8 > 5710 > 16 > 505372 > 505380 > 4226	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > craft fasteners & closures > buttons & snaps
8 > 5710 > 16 > 505372 > 505380 > 505408	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > craft fasteners & closures > clasps & hooks
8 > 5710 > 16 > 505372 > 505380 > 505409	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > craft fasteners & closures > eyelets & grommets
8 > 5710 > 16 > 505372 > 505380 > 6145	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > craft fasteners & closures > hook and loop fasteners
8 > 5710 > 16 > 505372 > 505380 > 500056	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > craft fasteners & closures > zipper pulls
8 > 5710 > 16 > 505372 > 505380 > 4174	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > craft fasteners & closures > zippers
8 > 5710 > 16 > 505372 > 505378	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > craft paint, ink & glaze
8 > 5710 > 16 > 505372 > 505378 > 505417	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > craft paint, ink & glaze > art & craft paint
8 > 5710 > 16 > 505372 > 505378 > 500094	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > craft paint, ink & glaze > art fixatives
8 > 5710 > 16 > 505372 > 505378 > 505416	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > craft paint, ink & glaze > art ink
8 > 5710 > 16 > 505372 > 505378 > 499879	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > craft paint, ink & glaze > ceramic & pottery glazes
8 > 5710 > 16 > 505372 > 505378 > 505415	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > craft paint, ink & glaze > craft dyes
8 > 5710 > 16 > 505372 > 505378 > 505414	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > craft paint, ink & glaze > ink pads
8 > 5710 > 16 > 505372 > 505378 > 6558	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > craft paint, ink & glaze > paint mediums
8 > 5710 > 16 > 505372 > 505381	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > craft shapes & bases
8 > 5710 > 16 > 505372 > 505381 > 6117	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > craft shapes & bases > craft foam & styrofoam
8 > 5710 > 16 > 505372 > 505381 > 505404	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > craft shapes & bases > craft wood & shapes
8 > 5710 > 16 > 505372 > 505381 > 505403	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > craft shapes & bases > papier mache shapes
8 > 5710 > 16 > 505372 > 505381 > 504419	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > craft shapes & bases > wreath & floral frames
8 > 5710 > 16 > 505372 > 505376	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > crafting adhesives & magnets
8 > 5710 > 16 > 505372 > 505376 > 503745	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > crafting adhesives & magnets > craft & office glue
8 > 5710 > 16 > 505372 > 505376 > 36	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > crafting adhesives & magnets > craft magnets
8 > 5710 > 16 > 505372 > 505376 > 505419	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > crafting adhesives & magnets > decorative tape
8 > 5710 > 16 > 505372 > 505376 > 7192	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > crafting adhesives & magnets > floral tape
8 > 5710 > 16 > 505372 > 505376 > 6418	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > crafting adhesives & magnets > fusible tape
8 > 5710 > 16 > 505372 > 505382	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > crafting fibers
8 > 5710 > 16 > 505372 > 505382 > 6540	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > crafting fibers > jewelry & beading cord
8 > 5710 > 16 > 505372 > 505382 > 49	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > crafting fibers > thread & floss
8 > 5710 > 16 > 505372 > 505382 > 6140	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > crafting fibers > unspun fiber
8 > 5710 > 16 > 505372 > 505382 > 2669	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > crafting fibers > yarn
8 > 5710 > 16 > 505372 > 505377	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > crafting wire
8 > 5710 > 16 > 505372 > 505377 > 5062	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > crafting wire > craft pipe cleaners
8 > 5710 > 16 > 505372 > 505377 > 505418	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > crafting wire > floral wire
8 > 5710 > 16 > 505372 > 505377 > 6102	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > crafting wire > jewelry & beading wire
8 > 5710 > 16 > 505372 > 505379	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > embellishments & trims
8 > 5710 > 16 > 505372 > 505379 > 6955	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > embellishments & trims > appliques & patches
8 > 5710 > 16 > 505372 > 505379 > 32	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > embellishments & trims > beads
8 > 5710 > 16 > 505372 > 505379 > 505413	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > embellishments & trims > bows & yo-yos
8 > 5710 > 16 > 505372 > 505379 > 4054	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > embellishments & trims > decorative stickers
8 > 5710 > 16 > 505372 > 505379 > 6146	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > embellishments & trims > elastic
8 > 5710 > 16 > 505372 > 505379 > 505411	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > embellishments & trims > feathers
8 > 5710 > 16 > 505372 > 505379 > 5996	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > embellishments & trims > jewelry findings
8 > 5710 > 16 > 505372 > 505379 > 198	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > embellishments & trims > loose stones
8 > 5710 > 16 > 505372 > 505379 > 5982	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > embellishments & trims > rhinestones & flatbacks
8 > 5710 > 16 > 505372 > 505379 > 505412	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > embellishments & trims > ribbons & trim
8 > 5710 > 16 > 505372 > 505379 > 505410	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > embellishments & trims > sequins & glitter
8 > 5710 > 16 > 505372 > 505379 > 1927	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > embellishments & trims > sew-in labels
8 > 5710 > 16 > 505372 > 6121	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > embossing powder
8 > 5710 > 16 > 505372 > 6142	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > filling & padding material
8 > 5710 > 16 > 505372 > 6142 > 505407	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > filling & padding material > batting & stuffing
8 > 5710 > 16 > 505372 > 6142 > 505406	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > filling & padding material > filling pellets
8 > 5710 > 16 > 505372 > 6142 > 505405	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > filling & padding material > pillow forms
8 > 5710 > 16 > 505372 > 505383	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > leather & vinyl
8 > 5710 > 16 > 505372 > 44	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > pottery & sculpting materials
8 > 5710 > 16 > 505372 > 44 > 3692	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > pottery & sculpting materials > clay & modeling dough
8 > 5710 > 16 > 505372 > 44 > 505401	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > pottery & sculpting materials > papier mache mixes
8 > 5710 > 16 > 505372 > 44 > 505804	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > pottery & sculpting materials > plaster gauze
8 > 5710 > 16 > 505372 > 44 > 505402	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > pottery & sculpting materials > pottery slips
8 > 5710 > 16 > 505372 > 505375	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > raw candle wax
8 > 5710 > 16 > 505372 > 505384	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > textiles
8 > 5710 > 16 > 505372 > 505384 > 505397	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > textiles > crafting canvas
8 > 5710 > 16 > 505372 > 505384 > 505397 > 505398	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > textiles > crafting canvas > needlecraft canvas
8 > 5710 > 16 > 505372 > 505384 > 505397 > 19	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > textiles > crafting canvas > painting canvas
8 > 5710 > 16 > 505372 > 505384 > 505397 > 6144	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > textiles > crafting canvas > plastic canvas
8 > 5710 > 16 > 505372 > 505384 > 47	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > textiles > fabric
8 > 5710 > 16 > 505372 > 505384 > 7076	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > textiles > interfacing
8 > 5710 > 16 > 505372 > 505384 > 505396	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > textiles > printable fabric
